week,timestamp,source_window,total_load,mean_od,p95_od,max_od,cv_od,next_total_load,relative_change
X03,2004-04-07T22:35:00,1711,1.16305210,0.00807675,0.03859474,0.07866955,1.81424654,1.14601239,-0.01465085
X03,2004-04-07T23:20:00,1720,1.10587339,0.00767968,0.03461577,0.07827796,1.77047134,1.10360008,-0.00205567
X03,2004-04-08T00:00:00,1728,1.07370031,0.00745625,0.03436843,0.06235998,1.65834741,1.08475879,0.01029941
X03,2004-04-08T00:45:00,1737,1.04307367,0.00724357,0.03127106,0.07372954,1.73503454,1.04745362,0.00419908
X03,2004-04-08T01:25:00,1745,1.08875682,0.00756081,0.03588917,0.06832603,1.64282896,1.11952840,0.02826304
X03,2004-04-08T02:10:00,1754,1.13857896,0.00790680,0.04268523,0.07023770,1.71059529,1.13026716,-0.00730015
X03,2004-04-08T02:50:00,1762,1.08660903,0.00754590,0.03223624,0.06574249,1.63006684,1.04388113,-0.03932223
X03,2004-04-08T03:35:00,1771,1.06613080,0.00740369,0.03333886,0.06663497,1.66843294,1.06715434,0.00096005
X03,2004-04-08T04:15:00,1779,0.99251769,0.00689248,0.02924495,0.06153576,1.63961125,0.99208745,-0.00043348
X03,2004-04-08T04:55:00,1787,1.01943457,0.00707941,0.03114911,0.06447151,1.64713792,1.02319353,0.00368730
X03,2004-04-08T05:40:00,1796,1.01872844,0.00707450,0.02830684,0.05778340,1.61152395,0.97429063,-0.04362086
X03,2004-04-08T06:20:00,1804,0.99426173,0.00690460,0.03174779,0.06347591,1.63204205,0.97199179,-0.02239846
X03,2004-04-08T07:05:00,1813,0.98114975,0.00681354,0.03022704,0.07537801,1.73609871,0.99380003,0.01289333
X03,2004-04-08T07:45:00,1821,0.93716252,0.00650807,0.02931482,0.06147332,1.68343468,0.96696979,0.03180587
X03,2004-04-08T08:30:00,1830,0.97664859,0.00678228,0.02928099,0.09118208,1.80387330,0.97408355,-0.00262637
X03,2004-04-08T09:10:00,1838,0.98332743,0.00682866,0.03248011,0.06957846,1.83291780,0.88358490,-0.10143369
X03,2004-04-08T09:50:00,1846,0.91000256,0.00631946,0.02951070,0.07426950,1.78520173,0.90067408,-0.01025104
X03,2004-04-08T10:35:00,1855,0.86309708,0.00599373,0.02809874,0.07693592,1.84591939,0.86221503,-0.00102196
X03,2004-04-08T11:15:00,1863,0.83242306,0.00578072,0.02790595,0.07520462,1.84823237,0.85558904,0.02782956
X03,2004-04-08T12:00:00,1872,0.85317049,0.00592480,0.02832554,0.07066663,1.81019342,0.82119048,-0.03748373
X03,2004-04-08T12:40:00,1880,0.84030660,0.00583546,0.02350914,0.07270703,1.77255810,0.84302368,0.00323343
X03,2004-04-08T13:25:00,1889,0.92229530,0.00640483,0.02750331,0.11280847,1.97016252,0.92564625,0.00363328
X03,2004-04-08T14:05:00,1897,1.95138502,0.01355128,0.02905499,0.99180821,6.10123335,2.05020874,0.05064286
X03,2004-04-08T14:45:00,1905,2.11988217,0.01472140,0.03272726,1.08303051,6.12877085,2.09682233,-0.01087788
X03,2004-04-08T15:30:00,1914,1.26690638,0.00879796,0.03630979,0.17865223,2.16074838,1.19924907,-0.05340357
X03,2004-04-08T16:10:00,1922,1.44257335,0.01001787,0.03790915,0.29868805,2.78090251,1.45690203,0.00993272
X03,2004-04-08T16:55:00,1931,2.19679188,0.01525550,0.03737491,1.07473737,5.86787408,2.03670704,-0.07287210
X03,2004-04-08T17:35:00,1939,2.17678347,0.01511655,0.03523340,1.03121907,5.69456270,1.85137951,-0.14948844
X03,2004-04-08T18:20:00,1948,1.13149792,0.00785762,0.03324782,0.07045413,1.58681228,1.12991702,-0.00139717
X03,2004-04-08T19:00:00,1956,1.15575468,0.00802607,0.03489670,0.07051350,1.62306408,1.11879004,-0.03198312
X03,2004-04-08T19:40:00,1964,1.19587110,0.00830466,0.03795457,0.06780858,1.58554093,1.21520751,0.01616931
X03,2004-04-08T20:25:00,1973,1.12819531,0.00783469,0.03758430,0.06284845,1.59252291,1.14782531,0.01739947
X03,2004-04-08T21:05:00,1981,1.11867665,0.00776859,0.03552294,0.06397297,1.60593004,1.17575386,0.05102208
X03,2004-04-08T21:50:00,1990,1.10769777,0.00769235,0.03419695,0.06822658,1.56788918,1.07334062,-0.03101673
X03,2004-04-08T22:30:00,1998,1.10845674,0.00769762,0.03561783,0.07084585,1.59421798,1.09624429,-0.01101753
X03,2004-04-08T23:15:00,2007,0.99299903,0.00689583,0.03209723,0.05929579,1.63388008,0.98823311,-0.00479952
X03,2004-04-08T23:55:00,2015,0.95753718,0.00664956,0.03051395,0.05416577,1.58115152,0.95753718,0.00000000
